date,UTRGRID100,seconde,hotspot_category,is_hotspot
2018-12-12,1357_4536,471,5-10 min,False
2018-12-12,1357_4537,471,5-10 min,False
2018-12-12,1357_4538,383,5-10 min,False
2018-12-12,1368_4538,408,5-10 min,False
2018-12-12,1369_4537,471,5-10 min,False
2018-12-12,1369_4538,1120,15+ min,True
2018-12-12,1369_4539,660,10-15 min,True
2018-12-12,1370_4535,376,5-10 min,False
2018-12-12,1370_4537,948,15+ min,True
2018-12-12,1370_4538,1029,15+ min,True
2018-12-12,1371_4524,617,10-15 min,True
2018-12-12,1371_4535,494,5-10 min,False
2018-12-12,1371_4536,474,5-10 min,False
2018-12-12,1372_4536,958,15+ min,True
2018-12-12,1372_4537,486,5-10 min,False
2018-12-12,1375_4524,371,5-10 min,False
2018-12-12,1375_4528,936,15+ min,True
2018-12-12,1376_4524,643,10-15 min,True
2018-12-12,1376_4525,727,10-15 min,True
2018-12-12,1376_4526,483,5-10 min,False
2018-12-12,1376_4527,1220,15+ min,True
2018-12-12,1376_4528,1531,15+ min,True
2018-12-12,1376_4529,485,5-10 min,False
2018-12-12,1377_4524,641,10-15 min,True
2018-12-13,1361_4522,411,5-10 min,False
2018-12-13,1362_4522,339,5-10 min,False
2018-12-13,1362_4546,496,5-10 min,False
2018-12-13,1362_4547,516,5-10 min,False
2018-12-13,1362_4548,577,5-10 min,False
2018-12-13,1363_4521,855,10-15 min,True
2018-12-13,1363_4524,682,10-15 min,True
2018-12-13,1363_4545,632,10-15 min,True
2018-12-13,1363_4546,381,5-10 min,False
2018-12-13,1363_4547,1059,15+ min,True
2018-12-13,1364_4525,507,5-10 min,False
2018-12-13,1364_4545,773,10-15 min,True
2018-12-13,1364_4546,496,5-10 min,False
2018-12-13,1365_4527,477,5-10 min,False
2018-12-13,1366_4527,306,5-10 min,False
2018-12-13,1367_4528,568,5-10 min,False
2018-12-13,1369_4530,440,5-10 min,False
2018-12-13,1369_4531,1016,15+ min,True
2018-12-13,1369_4532,568,5-10 min,False
2018-12-13,1370_4532,400,5-10 min,False
2018-12-13,1370_4533,346,5-10 min,False
2018-12-13,1371_4533,300,<5 min,False
2018-12-13,1374_4522,492,5-10 min,False
2018-12-13,1376_4521,469,5-10 min,False
2018-12-13,1376_4522,635,10-15 min,True
2018-12-13,1377_4522,847,10-15 min,True
2018-12-13,1377_4523,701,10-15 min,True
2018-12-13,1378_4524,676,10-15 min,True
2018-12-13,1378_4525,1349,15+ min,True
2018-12-13,1380_4529,1787,15+ min,True
2018-12-17,1341_4544,322,5-10 min,False
2018-12-17,1342_4543,525,5-10 min,False
2018-12-17,1342_4545,404,5-10 min,False
2018-12-17,1343_4540,317,5-10 min,False
2018-12-17,1343_4543,360,5-10 min,False
2018-12-17,1343_4544,396,5-10 min,False
2018-12-17,1344_4539,1317,15+ min,True
2018-12-17,1344_4540,332,5-10 min,False
2018-12-17,1344_4544,598,5-10 min,False
2018-12-17,1344_4546,430,5-10 min,False
2018-12-17,1345_4538,671,10-15 min,True
2018-12-17,1345_4539,933,15+ min,True
2018-12-17,1345_4545,766,10-15 min,True
2018-12-17,1346_4540,411,5-10 min,False
2018-12-17,1346_4541,506,5-10 min,False
2018-12-17,1348_4541,400,5-10 min,False
2018-12-17,1349_4536,341,5-10 min,False
2018-12-17,1351_4538,339,5-10 min,False
2018-12-17,1363_4525,412,5-10 min,False
2018-12-17,1364_4525,957,15+ min,True
2018-12-17,1365_4526,1132,15+ min,True
2018-12-17,1365_4527,1000,15+ min,True
2018-12-17,1365_4528,1066,15+ min,True
2018-12-17,1365_4529,414,5-10 min,False
2018-12-17,1366_4529,806,10-15 min,True
2018-12-17,1366_4530,823,10-15 min,True
2018-12-17,1366_4531,400,5-10 min,False
2018-12-17,1367_4533,379,5-10 min,False
2018-12-17,1368_4541,514,5-10 min,False
2018-12-17,1370_4538,691,10-15 min,True
2018-12-17,1381_4528,388,5-10 min,False
2018-12-17,1382_4526,908,15+ min,True
2018-12-17,1382_4527,497,5-10 min,False
2018-12-17,1382_4528,333,5-10 min,False
2018-12-17,1388_4521,339,5-10 min,False
2018-12-18,1348_4546,685,10-15 min,True
2018-12-18,1348_4547,723,10-15 min,True
2018-12-18,1348_4548,498,5-10 min,False
2018-12-18,1349_4546,816,10-15 min,True
2018-12-18,1349_4547,626,10-15 min,True
2018-12-18,1349_4548,1095,15+ min,True
2018-12-18,1349_4549,1425,15+ min,True
2018-12-18,1350_4547,519,5-10 min,False
2018-12-18,1350_4548,348,5-10 min,False
2018-12-18,1350_4550,1077,15+ min,True
2018-12-18,1351_4549,449,5-10 min,False
2018-12-18,1351_4550,833,10-15 min,True
2018-12-18,1362_4530,863,10-15 min,True
2018-12-18,1364_4525,582,5-10 min,False
2018-12-18,1364_4541,323,5-10 min,False
2018-12-18,1365_4526,590,5-10 min,False
2018-12-18,1365_4527,617,10-15 min,True
2018-12-18,1365_4528,963,15+ min,True
2018-12-18,1365_4534,1056,15+ min,True
2018-12-18,1365_4539,374,5-10 min,False
2018-12-18,1366_4529,588,5-10 min,False
2018-12-18,1366_4530,604,10-15 min,True
2018-12-18,1366_4531,633,10-15 min,True
2018-12-18,1369_4530,721,10-15 min,True
2018-12-18,1369_4538,590,5-10 min,False
2018-12-18,1370_4529,359,5-10 min,False
2018-12-18,1370_4530,516,5-10 min,False
2018-12-18,1370_4538,852,10-15 min,True
2018-12-18,1372_4539,441,5-10 min,False
2018-12-18,1377_4529,332,5-10 min,False
2018-12-18,1377_4530,422,5-10 min,False
2018-12-18,1378_4520,406,5-10 min,False
2018-12-18,1378_4529,709,10-15 min,True
2018-12-18,1378_4530,807,10-15 min,True
2018-12-18,1379_4520,600,5-10 min,True
2018-12-18,1379_4529,353,5-10 min,False
2018-12-19,1354_4538,565,5-10 min,False
2018-12-19,1354_4539,511,5-10 min,False
2018-12-19,1354_4540,936,15+ min,True
2018-12-19,1354_4541,669,10-15 min,True
2018-12-19,1355_4527,378,5-10 min,False
2018-12-19,1355_4538,622,10-15 min,True
2018-12-19,1355_4539,445,5-10 min,False
2018-12-19,1355_4540,1286,15+ min,True
2018-12-19,1355_4542,625,10-15 min,True
2018-12-19,1356_4534,397,5-10 min,False
2018-12-19,1356_4538,1297,15+ min,True
2018-12-19,1356_4539,963,15+ min,True
2018-12-19,1356_4540,470,5-10 min,False
2018-12-19,1364_4531,1397,15+ min,True
2018-12-19,1365_4531,1015,15+ min,True
2018-12-19,1366_4531,658,10-15 min,True
2018-12-19,1367_4528,772,10-15 min,True
2018-12-19,1370_4538,382,5-10 min,False
2018-12-19,1371_4535,1011,15+ min,True
2018-12-19,1372_4535,586,5-10 min,False
2018-12-19,1374_4524,1286,15+ min,True
2018-12-19,1374_4525,622,10-15 min,True
2018-12-19,1374_4526,381,5-10 min,False
2018-12-19,1375_4527,382,5-10 min,False
2018-12-19,1376_4526,826,10-15 min,True
2018-12-19,1376_4527,476,5-10 min,False
2018-12-19,1377_4526,469,5-10 min,False
2018-12-19,1377_4527,710,10-15 min,True
2018-12-19,1377_4528,590,5-10 min,False
2018-12-19,1378_4529,324,5-10 min,False
2018-12-20,1358_4551,356,5-10 min,False
2018-12-20,1359_4544,320,5-10 min,False
2018-12-20,1359_4550,410,5-10 min,False
2018-12-20,1360_4541,375,5-10 min,False
2018-12-20,1360_4545,537,5-10 min,False
2018-12-20,1360_4546,696,10-15 min,True
2018-12-20,1361_4541,990,15+ min,True
2018-12-20,1361_4542,1463,15+ min,True
2018-12-20,1361_4543,352,5-10 min,False
2018-12-20,1361_4546,372,5-10 min,False
2018-12-20,1362_4541,373,5-10 min,False
2018-12-20,1362_4542,596,5-10 min,False
2018-12-20,1363_4544,374,5-10 min,False
2018-12-20,1364_4545,905,15+ min,True
2018-12-20,1364_4546,606,10-15 min,True
2018-12-20,1365_4534,874,10-15 min,True
2018-12-20,1365_4545,330,5-10 min,False
2018-12-20,1365_4546,464,5-10 min,False
2018-12-20,1379_4522,357,5-10 min,False
2018-12-20,1379_4525,684,10-15 min,True
2018-12-20,1379_4528,950,15+ min,True
2018-12-20,1380_4524,630,10-15 min,True
2018-12-20,1380_4525,1400,15+ min,True
2018-12-20,1380_4528,2427,15+ min,True
2018-12-20,1380_4529,1553,15+ min,True
2018-12-20,1381_4529,2387,15+ min,True
2018-12-20,1381_4530,589,5-10 min,False
2018-12-20,1382_4530,2103,15+ min,True
2018-12-21,1343_4542,300,<5 min,False
2018-12-21,1343_4543,628,10-15 min,True
2018-12-21,1344_4541,412,5-10 min,False
2018-12-21,1345_4540,898,10-15 min,True
2018-12-21,1348_4540,480,5-10 min,False
2018-12-21,1354_4532,336,5-10 min,False
2018-12-21,1367_4528,534,5-10 min,False
2018-12-21,1367_4530,577,5-10 min,False
2018-12-21,1368_4541,502,5-10 min,False
2018-12-21,1369_4543,544,5-10 min,False
2018-12-21,1375_4534,417,5-10 min,False
2018-12-21,1376_4536,303,5-10 min,False
2018-12-21,1380_4525,417,5-10 min,False
2018-12-24,1357_4528,327,5-10 min,False
2018-12-24,1365_4533,354,5-10 min,False
2018-12-24,1365_4534,413,5-10 min,False
2018-12-24,1366_4531,440,5-10 min,False
2018-12-24,1367_4531,301,5-10 min,False
2018-12-24,1367_4538,449,5-10 min,False
2018-12-24,1368_4530,391,5-10 min,False
2018-12-24,1368_4538,596,5-10 min,False
2018-12-24,1369_4530,380,5-10 min,False
2018-12-24,1369_4538,784,10-15 min,True
2018-12-24,1370_4538,1368,15+ min,True
2018-12-24,1371_4524,723,10-15 min,True
2018-12-24,1371_4530,363,5-10 min,False
2018-12-24,1382_4526,1810,15+ min,True
2018-12-24,1382_4527,1471,15+ min,True
2018-12-24,1382_4528,373,5-10 min,False
2018-12-27,1353_4546,532,5-10 min,False
2018-12-27,1356_4548,333,5-10 min,False
2018-12-27,1356_4549,469,5-10 min,False
2018-12-27,1357_4549,1150,15+ min,True
2018-12-27,1358_4551,375,5-10 min,False
2018-12-27,1359_4551,564,5-10 min,False
2018-12-27,1360_4549,560,5-10 min,False
2018-12-27,1360_4550,707,10-15 min,True
2018-12-27,1360_4551,421,5-10 min,False
2018-12-27,1361_4547,412,5-10 min,False
2018-12-27,1361_4548,402,5-10 min,False
2018-12-27,1361_4549,410,5-10 min,False
2018-12-27,1361_4550,453,5-10 min,False
2018-12-27,1361_4551,436,5-10 min,False
2018-12-27,1362_4546,362,5-10 min,False
2018-12-27,1362_4547,1300,15+ min,True
2018-12-27,1362_4548,539,5-10 min,False
2018-12-27,1363_4545,502,5-10 min,False
2018-12-27,1363_4546,541,5-10 min,False
2018-12-27,1363_4547,550,5-10 min,False
2018-12-27,1364_4524,447,5-10 min,False
2018-12-27,1364_4545,607,10-15 min,True
2018-12-27,1364_4546,507,5-10 min,False
2018-12-27,1365_4534,652,10-15 min,True
2018-12-27,1366_4527,401,5-10 min,False
2018-12-27,1366_4531,314,5-10 min,False
2018-12-27,1367_4533,570,5-10 min,False
2018-12-27,1368_4523,340,5-10 min,False
2018-12-27,1368_4524,376,5-10 min,False
2018-12-27,1368_4530,468,5-10 min,False
2018-12-27,1368_4531,427,5-10 min,False
2018-12-27,1368_4533,456,5-10 min,False
2018-12-27,1368_4535,354,5-10 min,False
2018-12-27,1368_4538,342,5-10 min,False
2018-12-27,1369_4530,577,5-10 min,False
2018-12-27,1369_4531,591,5-10 min,False
2018-12-27,1369_4532,389,5-10 min,False
2018-12-27,1369_4533,580,5-10 min,False
2018-12-27,1369_4538,552,5-10 min,False
2018-12-27,1370_4532,435,5-10 min,False
2018-12-27,1370_4533,392,5-10 min,False
2018-12-27,1370_4538,903,15+ min,True
2018-12-27,1371_4533,636,10-15 min,True
2018-12-27,1371_4535,435,5-10 min,False
2018-12-27,1375_4539,324,5-10 min,False
2018-12-27,1377_4538,334,5-10 min,False
2018-12-28,1343_4542,340,5-10 min,False
2018-12-28,1343_4543,662,10-15 min,True
2018-12-28,1343_4544,399,5-10 min,False
2018-12-28,1344_4543,432,5-10 min,False
2018-12-28,1344_4544,697,10-15 min,True
2018-12-28,1345_4539,527,5-10 min,False
2018-12-28,1345_4545,417,5-10 min,False
2018-12-28,1346_4540,591,5-10 min,False
2018-12-28,1346_4545,310,5-10 min,False
2018-12-28,1347_4540,402,5-10 min,False
2018-12-28,1348_4539,348,5-10 min,False
2018-12-28,1348_4540,2094,15+ min,True
2018-12-28,1348_4541,500,5-10 min,False
2018-12-28,1352_4531,411,5-10 min,False
2018-12-28,1352_4532,465,5-10 min,False
2018-12-28,1354_4526,327,5-10 min,False
2018-12-28,1354_4527,352,5-10 min,False
2018-12-28,1354_4532,670,10-15 min,True
2018-12-28,1355_4531,358,5-10 min,False
2018-12-28,1365_4534,372,5-10 min,False
2018-12-28,1377_4531,626,10-15 min,True
2018-12-28,1377_4532,949,15+ min,True
2018-12-28,1377_4533,513,5-10 min,False
2018-12-28,1378_4532,601,10-15 min,True
2018-12-28,1378_4533,510,5-10 min,False
2018-12-28,1378_4534,376,5-10 min,False
2018-12-28,1379_4532,490,5-10 min,False
2018-12-28,1379_4534,586,5-10 min,False
2018-12-28,1380_4533,801,10-15 min,True
2018-12-28,1383_4531,363,5-10 min,False
2018-12-28,1384_4532,843,10-15 min,True
2018-12-28,1384_4533,1255,15+ min,True
2018-12-31,1343_4544,344,5-10 min,False
2018-12-31,1344_4542,317,5-10 min,False
2018-12-31,1344_4544,762,10-15 min,True
2018-12-31,1345_4537,351,5-10 min,False
2018-12-31,1345_4538,635,10-15 min,True
2018-12-31,1345_4539,321,5-10 min,False
2018-12-31,1345_4541,512,5-10 min,False
2018-12-31,1346_4540,791,10-15 min,True
2018-12-31,1346_4541,732,10-15 min,True
2018-12-31,1346_4544,483,5-10 min,False
2018-12-31,1347_4541,450,5-10 min,False
2018-12-31,1347_4543,342,5-10 min,False
2018-12-31,1347_4544,1400,15+ min,True
2018-12-31,1348_4543,422,5-10 min,False
2018-12-31,1348_4544,421,5-10 min,False
2018-12-31,1364_4523,841,10-15 min,True
2018-12-31,1365_4534,744,10-15 min,True
2018-12-31,1368_4541,361,5-10 min,False
2018-12-31,1369_4531,532,5-10 min,False
2018-12-31,1369_4538,817,10-15 min,True
2018-12-31,1370_4538,1339,15+ min,True
2018-12-31,1371_4534,437,5-10 min,False
2018-12-31,1377_4530,748,10-15 min,True
2018-12-31,1377_4531,692,10-15 min,True
2018-12-31,1378_4530,1222,15+ min,True
2018-12-31,1382_4526,1441,15+ min,True
2018-12-31,1382_4527,706,10-15 min,True
2019-01-02,1343_4544,455,5-10 min,False
2019-01-02,1344_4544,871,10-15 min,True
2019-01-02,1345_4542,448,5-10 min,False
2019-01-02,1346_4540,440,5-10 min,False
2019-01-02,1348_4544,719,10-15 min,True
2019-01-02,1349_4536,396,5-10 min,False
2019-01-02,1349_4537,315,5-10 min,False
2019-01-02,1350_4536,417,5-10 min,False
2019-01-02,1351_4534,383,5-10 min,False
2019-01-02,1351_4536,514,5-10 min,False
2019-01-02,1351_4537,320,5-10 min,False
2019-01-02,1352_4532,615,10-15 min,True
2019-01-02,1352_4533,444,5-10 min,False
2019-01-02,1352_4534,370,5-10 min,False
2019-01-02,1352_4535,572,5-10 min,False
2019-01-02,1353_4533,455,5-10 min,False
2019-01-02,1353_4534,477,5-10 min,False
2019-01-02,1354_4527,322,5-10 min,False
2019-01-02,1357_4528,510,5-10 min,False
2019-01-02,1365_4526,361,5-10 min,False
2019-01-02,1366_4523,445,5-10 min,False
2019-01-02,1367_4523,363,5-10 min,False
2019-01-02,1367_4524,389,5-10 min,False
2019-01-02,1367_4525,878,10-15 min,True
2019-01-02,1367_4526,499,5-10 min,False
2019-01-02,1367_4540,357,5-10 min,False
2019-01-02,1368_4524,752,10-15 min,True
2019-01-02,1368_4525,392,5-10 min,False
2019-01-02,1368_4526,318,5-10 min,False
2019-01-02,1368_4538,423,5-10 min,False
2019-01-02,1369_4525,618,10-15 min,True
2019-01-02,1369_4537,724,10-15 min,True
2019-01-02,1369_4538,634,10-15 min,True
2019-01-02,1370_4536,364,5-10 min,False
2019-01-02,1370_4537,1927,15+ min,True
2019-01-02,1370_4538,1247,15+ min,True
2019-01-02,1371_4537,328,5-10 min,False
2019-01-02,1377_4528,388,5-10 min,False
2019-01-02,1377_4530,383,5-10 min,False
2019-01-02,1377_4531,315,5-10 min,False
2019-01-02,1378_4530,325,5-10 min,False
2019-01-02,1379_4531,340,5-10 min,False
2019-01-02,1380_4530,352,5-10 min,False
2019-01-03,1342_4535,308,5-10 min,False
2019-01-03,1346_4537,352,5-10 min,False
2019-01-03,1355_4531,300,<5 min,False
2019-01-03,1358_4551,418,5-10 min,False
2019-01-03,1359_4550,853,10-15 min,True
2019-01-03,1359_4551,425,5-10 min,False
2019-01-03,1360_4549,1134,15+ min,True
2019-01-03,1360_4550,454,5-10 min,False
2019-01-03,1361_4547,1538,15+ min,True
2019-01-03,1361_4548,899,10-15 min,True
2019-01-03,1362_4544,414,5-10 min,False
2019-01-03,1362_4545,635,10-15 min,True
2019-01-03,1362_4546,903,15+ min,True
2019-01-03,1363_4544,1170,15+ min,True
2019-01-03,1363_4545,447,5-10 min,False
2019-01-03,1365_4534,740,10-15 min,True
2019-01-03,1371_4524,528,5-10 min,False
2019-01-03,1372_4528,667,10-15 min,True
2019-01-03,1373_4526,349,5-10 min,False
2019-01-03,1374_4527,650,10-15 min,True
2019-01-03,1374_4528,554,5-10 min,False
2019-01-03,1375_4530,316,5-10 min,False
2019-01-03,1378_4523,338,5-10 min,False
2019-01-03,1378_4527,391,5-10 min,False
2019-01-03,1379_4522,467,5-10 min,False
2019-01-03,1379_4527,460,5-10 min,False
2019-01-03,1379_4528,832,10-15 min,True
2019-01-03,1380_4528,451,5-10 min,False
2019-01-03,1380_4531,358,5-10 min,False
2019-01-03,1380_4532,470,5-10 min,False
2019-01-03,1382_4526,598,5-10 min,False
2019-01-03,1382_4527,309,5-10 min,False
2019-01-04,1341_4544,313,5-10 min,False
2019-01-04,1341_4545,474,5-10 min,False
2019-01-04,1342_4543,437,5-10 min,False
2019-01-04,1342_4544,809,10-15 min,True
2019-01-04,1342_4545,573,5-10 min,False
2019-01-04,1343_4541,523,5-10 min,False
2019-01-04,1343_4543,324,5-10 min,False
2019-01-04,1344_4540,431,5-10 min,False
2019-01-04,1344_4541,404,5-10 min,False
2019-01-04,1344_4542,336,5-10 min,False
2019-01-04,1345_4540,404,5-10 min,False
2019-01-04,1348_4540,778,10-15 min,True
2019-01-04,1365_4534,478,5-10 min,False
2019-01-04,1368_4531,654,10-15 min,True
2019-01-04,1369_4530,390,5-10 min,False
2019-01-04,1369_4531,2554,15+ min,True
2019-01-04,1369_4532,1663,15+ min,True
2019-01-04,1369_4533,573,5-10 min,False
2019-01-04,1370_4530,321,5-10 min,False
2019-01-04,1370_4531,907,15+ min,True
2019-01-04,1370_4532,1356,15+ min,True
2019-01-04,1370_4533,333,5-10 min,False
2019-01-04,1378_4530,584,5-10 min,False
2019-01-07,1341_4544,420,5-10 min,False
2019-01-07,1342_4543,689,10-15 min,True
2019-01-07,1342_4544,405,5-10 min,False
2019-01-07,1342_4545,482,5-10 min,False
2019-01-07,1343_4541,510,5-10 min,False
2019-01-07,1343_4542,774,10-15 min,True
2019-01-07,1343_4543,1943,15+ min,True
2019-01-07,1343_4544,809,10-15 min,True
2019-01-07,1343_4545,715,10-15 min,True
2019-01-07,1344_4542,603,10-15 min,True
2019-01-07,1344_4544,949,15+ min,True
2019-01-07,1344_4545,695,10-15 min,True
2019-01-07,1344_4546,711,10-15 min,True
2019-01-07,1345_4542,490,5-10 min,False
2019-01-07,1345_4543,870,10-15 min,True
2019-01-07,1345_4544,864,10-15 min,True
2019-01-07,1345_4545,670,10-15 min,True
2019-01-07,1346_4543,501,5-10 min,False
2019-01-07,1346_4544,348,5-10 min,False
2019-01-07,1346_4545,345,5-10 min,False
2019-01-07,1347_4545,359,5-10 min,False
2019-01-07,1350_4534,529,5-10 min,False
2019-01-07,1351_4533,928,15+ min,True
2019-01-07,1351_4534,1226,15+ min,True
2019-01-07,1352_4531,318,5-10 min,False
2019-01-07,1352_4532,398,5-10 min,False
2019-01-07,1352_4533,640,10-15 min,True
2019-01-07,1352_4534,1077,15+ min,True
2019-01-07,1352_4535,370,5-10 min,False
2019-01-07,1353_4533,399,5-10 min,False
2019-01-07,1364_4523,422,5-10 min,False
2019-01-07,1366_4523,565,5-10 min,False
2019-01-07,1367_4523,306,5-10 min,False
2019-01-07,1368_4541,332,5-10 min,False
2019-01-07,1369_4538,325,5-10 min,False
2019-01-07,1370_4538,378,5-10 min,False
2019-01-07,1382_4526,1160,15+ min,True
2019-01-07,1382_4527,687,10-15 min,True
2019-01-07,1382_4530,406,5-10 min,False
2019-01-08,1349_4536,350,5-10 min,False
2019-01-08,1349_4543,365,5-10 min,False
2019-01-08,1349_4544,645,10-15 min,True
2019-01-08,1349_4545,358,5-10 min,False
2019-01-08,1350_4542,1200,15+ min,True
2019-01-08,1350_4543,556,5-10 min,False
2019-01-08,1350_4544,699,10-15 min,True
2019-01-08,1350_4545,342,5-10 min,False
2019-01-08,1351_4541,622,10-15 min,True
2019-01-08,1351_4542,846,10-15 min,True
2019-01-08,1351_4543,1348,15+ min,True
2019-01-08,1352_4541,632,10-15 min,True
2019-01-08,1352_4542,509,5-10 min,False
2019-01-08,1354_4548,616,10-15 min,True
2019-01-08,1355_4549,406,5-10 min,False
2019-01-08,1361_4537,310,5-10 min,False
2019-01-08,1362_4540,376,5-10 min,False
2019-01-08,1363_4540,444,5-10 min,False
2019-01-08,1364_4535,431,5-10 min,False
2019-01-08,1367_4542,380,5-10 min,False
2019-01-08,1369_4538,1019,15+ min,True
2019-01-08,1369_4542,524,5-10 min,False
2019-01-08,1370_4537,577,5-10 min,False
2019-01-08,1370_4538,2066,15+ min,True
2019-01-08,1370_4541,392,5-10 min,False
2019-01-08,1370_4542,825,10-15 min,True
2019-01-08,1371_4535,321,5-10 min,False
2019-01-08,1371_4536,316,5-10 min,False
2019-01-08,1371_4537,364,5-10 min,False
2019-01-08,1371_4541,667,10-15 min,True
2019-01-08,1372_4536,345,5-10 min,False
2019-01-08,1372_4538,468,5-10 min,False
2019-01-08,1372_4539,452,5-10 min,False
2019-01-08,1372_4540,657,10-15 min,True
2019-01-09,1344_4544,659,10-15 min,True
2019-01-09,1345_4541,636,10-15 min,True
2019-01-09,1346_4540,345,5-10 min,False
2019-01-09,1348_4543,1076,15+ min,True
2019-01-09,1349_4536,1325,15+ min,True
2019-01-09,1349_4537,366,5-10 min,False
2019-01-09,1350_4536,391,5-10 min,False
2019-01-09,1350_4537,704,10-15 min,True
2019-01-09,1350_4538,389,5-10 min,False
2019-01-09,1351_4535,508,5-10 min,False
2019-01-09,1351_4536,899,10-15 min,True
2019-01-09,1352_4535,457,5-10 min,False
2019-01-09,1354_4540,387,5-10 min,False
2019-01-09,1354_4541,327,5-10 min,False
2019-01-09,1355_4526,348,5-10 min,False
2019-01-09,1355_4529,358,5-10 min,False
2019-01-09,1355_4540,677,10-15 min,True
2019-01-09,1362_4525,532,5-10 min,False
2019-01-09,1362_4526,551,5-10 min,False
2019-01-09,1364_4525,937,15+ min,True
2019-01-09,1364_4527,444,5-10 min,False
2019-01-09,1364_4528,421,5-10 min,False
2019-01-09,1364_4531,319,5-10 min,False
2019-01-09,1365_4528,495,5-10 min,False
2019-01-09,1365_4529,341,5-10 min,False
2019-01-09,1365_4530,610,10-15 min,True
2019-01-09,1365_4531,749,10-15 min,True
2019-01-09,1365_4532,350,5-10 min,False
2019-01-09,1365_4534,705,10-15 min,True
2019-01-09,1370_4538,406,5-10 min,False
2019-01-09,1379_4522,1195,15+ min,True
2019-01-09,1379_4523,1024,15+ min,True
2019-01-09,1379_4524,427,5-10 min,False
2019-01-09,1380_4522,536,5-10 min,False
2019-01-09,1380_4523,584,5-10 min,False
2019-01-09,1380_4531,327,5-10 min,False
2019-01-10,1367_4541,340,5-10 min,False
2019-01-10,1368_4541,802,10-15 min,True
2019-01-10,1368_4542,334,5-10 min,False
2019-01-10,1368_4543,451,5-10 min,False
2019-01-10,1371_4534,305,5-10 min,False
2019-01-10,1372_4527,329,5-10 min,False
2019-01-10,1375_4531,387,5-10 min,False
2019-01-10,1377_4531,331,5-10 min,False
2019-01-10,1378_4530,783,10-15 min,True
2019-01-10,1378_4531,438,5-10 min,False
2019-01-11,1343_4540,357,5-10 min,False
2019-01-11,1343_4541,662,10-15 min,True
2019-01-11,1343_4543,330,5-10 min,False
2019-01-11,1344_4540,552,5-10 min,False
2019-01-11,1344_4541,687,10-15 min,True
2019-01-11,1345_4540,980,15+ min,True
2019-01-11,1346_4539,302,5-10 min,False
2019-01-11,1347_4538,342,5-10 min,False
2019-01-11,1348_4540,1910,15+ min,True
2019-01-11,1348_4541,329,5-10 min,False
2019-01-11,1365_4531,1071,15+ min,True
2019-01-11,1365_4534,602,10-15 min,True
2019-01-11,1366_4531,1456,15+ min,True
2019-01-11,1369_4538,715,10-15 min,True
2019-01-11,1370_4538,837,10-15 min,True
2019-01-11,1379_4533,1133,15+ min,True
2019-01-11,1380_4533,387,5-10 min,False
2019-01-11,1382_4530,398,5-10 min,False
2019-01-14,1341_4544,511,5-10 min,False
2019-01-14,1343_4544,406,5-10 min,False
2019-01-14,1344_4544,708,10-15 min,True
2019-01-14,1344_4546,328,5-10 min,False
2019-01-14,1345_4542,324,5-10 min,False
2019-01-14,1345_4543,339,5-10 min,False
2019-01-14,1345_4544,400,5-10 min,False
2019-01-14,1346_4540,908,15+ min,True
2019-01-14,1346_4541,491,5-10 min,False
2019-01-14,1346_4543,425,5-10 min,False
2019-01-14,1346_4544,345,5-10 min,False
2019-01-14,1347_4544,398,5-10 min,False
2019-01-14,1348_4542,514,5-10 min,False
2019-01-14,1348_4543,865,10-15 min,True
2019-01-14,1371_4530,475,5-10 min,False
2019-01-14,1372_4530,1257,15+ min,True
2019-01-14,1372_4531,404,5-10 min,False
2019-01-14,1373_4530,1383,15+ min,True
2019-01-14,1373_4531,355,5-10 min,False
2019-01-14,1373_4532,662,10-15 min,True
2019-01-14,1373_4533,738,10-15 min,True
2019-01-14,1382_4526,1360,15+ min,True
2019-01-14,1382_4527,662,10-15 min,True
2019-01-15,1344_4544,337,5-10 min,False
2019-01-15,1360_4549,508,5-10 min,False
2019-01-15,1360_4550,320,5-10 min,False
2019-01-15,1361_4548,351,5-10 min,False
2019-01-15,1361_4550,312,5-10 min,False
2019-01-15,1362_4546,539,5-10 min,False
2019-01-15,1362_4547,1503,15+ min,True
2019-01-15,1362_4548,580,5-10 min,False
2019-01-15,1363_4544,325,5-10 min,False
2019-01-15,1363_4545,1054,15+ min,True
2019-01-15,1363_4546,634,10-15 min,True
2019-01-15,1363_4547,1868,15+ min,True
2019-01-15,1363_4548,638,10-15 min,True
2019-01-15,1364_4545,1476,15+ min,True
2019-01-15,1364_4546,850,10-15 min,True
2019-01-15,1365_4546,328,5-10 min,False
2019-01-15,1368_4539,510,5-10 min,False
2019-01-15,1368_4540,651,10-15 min,True
2019-01-15,1368_4541,666,10-15 min,True
2019-01-15,1368_4542,585,5-10 min,False
2019-01-15,1369_4538,504,5-10 min,False
2019-01-15,1369_4542,616,10-15 min,True
2019-01-15,1369_4543,786,10-15 min,True
2019-01-15,1370_4538,818,10-15 min,True
2019-01-15,1377_4527,737,10-15 min,True
2019-01-15,1377_4528,521,5-10 min,False
2019-01-15,1377_4529,826,10-15 min,True
2019-01-15,1378_4529,1137,15+ min,True
2019-01-15,1378_4530,516,5-10 min,False
2019-01-15,1379_4526,316,5-10 min,False
2019-01-15,1379_4527,721,10-15 min,True
2019-01-15,1379_4528,851,10-15 min,True
2019-01-15,1380_4529,1095,15+ min,True
